,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FractionCSP3,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolMR,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,TPSA,VSA_EState10,VSA_EState8,VSA_EState9,D_OH,D_NH2,D_O-CH3,D_1,D_2,D_3,D_4,D_5,D_6,D_7,D-§Ý C=C,D-§Ý C¡ÔC,D-§Ý Ring,§Ý_1§Ý,§Ý_2,§Ý_3,§Ý_4,§Ý_5,§Ý_6,§Ý_7,§Ý_8,§Ý_9,§Ý_C=C,§Ý_C¡ÔC,§Ý_A_C=C,§Ý_A Ring,A_1,A_2,A_3,A_4,A_5,A_6,A_7,A_8,A_9,A_10,A_11,A_12,C_§Ý,C_D,C_A,C,D->C=C<,D-N(6ring),D-N(5ring),D-N<(-Ring),D-N<(Ring),A->C=C<,A-CN3,A-N(TCF),A-N(6ring),A-N(5ring),A-C=O,A-C=C,pai-N(Thiophene),pai-N(Thiazole),pai-N(benzene),,,,
CC(C)(/C1=C/C2=CC3=C(/C(CC3)=C4CCC5=C\4SC(/C=C/C(C(C6=CC=CC=C6)(O/C7=C(C#N)\C#N)C)=C7C#N)=C5)S2)C8=CC=CC=C8N1C,1.133,2377.129,34.786,28.425,30.058,24.172,16.835,18.468,13.857,16.025,10.695,13.081,8.115,10.576,5.601,15.786,22.32,5.573,36.124,53.852,11.337,66.807,80.415,4.737,686.217,0.233,-5.39,3.14E+11,31.852,11.888,4.828,300.857,10.232,0.474,10.232,0.172,0.042,0.172,-1.026,-0.474,202.746,244,9.637,23.781,16.933,0,0,0,0,0,15.786,22.674,68.454,96.358,48.929,0,4.737,51.659,15.786,0,0,57.471,11.948,142.744,18.208,83.84,3.729,0,102.104,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,6,3,8,17,1,1,1,0,1,0,3,1,1,1,0,0,0,0,0,21.2904,889.69,1.846074768,11.66917372
CC(O/C1=C(C#N)\C#N)(C(/C=C/C2=C(C(CCCC)=C(/C=C/C3=C(CCCC)C(CCCC)=C(S3)/C=C/C4=CC=C(C=C4)N(C5=CC=CC=C5)C6=CC=CC=C6)S2)CCCC)=C1C#N)C,1.387,2613.557,46.185,39.046,40.679,31.706,23.434,25.067,17.028,19.196,11.939,14.348,8.427,10.839,5.601,15.786,16.905,5.573,94.112,47.326,0,54.736,153.973,4.737,894.437,0.328,-6.17,2.68E+14,48.29,23.67,11.755,396.216,10.222,0.48,10.222,0.172,0.07,0.172,-0.866,-0.48,277.156,332,9.637,29.382,11.332,0,0,0,0,0,15.786,22.674,114.061,153.734,42.144,0,4.737,70.116,15.786,0,0,124.193,4.9,160.809,18.208,83.84,3.742,0,128.841,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,9,5,21,0,3,0,1,0,0,3,1,0,1,0,0,2,0,0,20.3397,1137.9,1.798971861,11.66776064
N#C/C(C#N)=C1C2=CC=CC=C2C(C\1=C/C3=NC(Cl)=C(/C=C/C4=CN=C(/C=C/C5=CC=C(N(C)C)C=C5)N=C4)S3)=O,1.34,1833.765,28.932,22.038,23.61,19.872,12.402,13.597,9.141,10.561,6.276,7.644,4.21,5.335,0,15.318,22.083,32.409,16.814,11.337,48.811,61.494,27.085,11.601,572.119,0.063,-5.15,2200346291,27.418,11.932,5.898,245.892,13.131,0.378,13.131,0.194,0.127,0.194,-0.265,-0.378,164.676,198,4.9,27.872,11.608,0,0,0,4.795,14.952,10.524,11.337,60.151,41.488,54.45,4.877,4.795,70.362,10.524,14.952,0,0,18.995,115.187,12.138,106.56,7.686,0,88.925,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,3,7,18,0,1,0,1,0,1,2,0,1,1,1,1,0,1,0,11.2582,735.79,1.707024592,11.66396019
N#C/C(C#N)=C1C2=CC=CC=C2C(C\1=C/C3=NC=C(/C=C/C4=NC=C(S4)/C=C/C5=CC=C(N(C)C)C=C5)S3)=O,1.323,1753.872,27.355,21.121,22.754,18.961,11.924,13.557,8.761,10.948,6.019,7.856,4.085,5.574,0,15.318,11.356,27.281,26.013,11.337,47.875,44.583,51.285,0,543.119,0.065,-4.89,1004030317,25.747,11.24,5.532,234.009,13.081,0.378,13.081,0.194,0.088,0.194,-0.215,-0.378,159.748,188,4.9,27.727,5.783,0,0,0,4.795,9.968,10.524,22.674,42.474,47.564,58.64,0,4.795,70.097,10.524,9.968,0,0,18.995,108.531,12.138,93.67,2.992,0,86.675,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7,3,7,17,0,1,0,1,0,1,2,0,1,1,1,1,0,2,0,13.7456,730.8,1.697827144,11.66071648
O=S(C1=C/C2=CN=C(/C=C/C3=CC4=CC=C(N(CC)CC)C=C4O3)N=C2)(C5=CC=CC=C5C/1=C(C#N)\C#N)=O,1.432,1848.133,27.57,21.289,22.105,18.887,12.289,13.772,8.733,10.619,6.493,8.329,4.562,6.288,9.837,18.942,20.947,22.712,29.746,24.536,30.351,30.338,34.782,4.417,533.152,0.133,-4.99,817676328.4,25.651,10.407,4.72,225.936,13.242,0.457,13.242,0.207,0.06,0.207,-3.924,-0.457,150.486,192,9.317,29.055,5.824,9.837,0,0,0,18.386,10.524,0,18.199,56.341,59.323,9.801,12.835,50.295,10.524,9.968,0,18.743,17.989,94.114,12.138,123.88,-3.924,32.472,66.203,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,4,8,17,1,1,1,1,0,1,2,0,1,1,0,1,0,0,0,7.2262,645.43,1.695541388,11.65259226
O=S(C1=C/C2=NC=C(/C=C/C3=CC=C(S3)C4=CC=C(N(C)C)C=C4)S2)(C5=CC=CC=C5C/1=C(C#N)/C#N)=O,1.419,1808.765,26.863,20.413,22.862,18.311,11.441,14.557,8.559,12.655,5.958,9.804,4.08,7.537,9.837,18.942,20.947,10.571,21.005,28.356,35.733,38.386,46.282,0,552.075,0.069,-4.28,519146596,25.373,10.233,4.71,228.848,13.265,0.378,13.265,0.208,0.079,0.208,-3.887,-0.378,154.875,186,4.9,22.719,0,9.837,0,0,0,13.402,10.524,22.674,30.332,54.123,51.748,9.801,8.418,61.999,10.524,4.984,0,4.895,18.995,97.664,22.579,97.85,-0.881,26.529,65.269,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,3,8,17,0,1,0,1,0,1,2,0,1,1,0,1,1,1,0,10.6156,687.93,1.726698423,11.6505813
N#C/C(C#N)=C1NC(C(C2=CN=C(C#CC3=CC=C(C=C3)N(C4=C5SC=C4)C6C5SC=C6)N=C2)=C/1C#N)=O,1.231,1766.944,26.225,19.336,20.969,18.622,11.265,13.087,8.298,10.298,6.256,8.517,4.572,6.848,5.907,10.056,33.804,11.292,11.251,22.958,23.475,29.964,67.089,10.524,527.062,0.071,-5.13,915896071.1,23.279,9.391,3.735,225.419,12.459,0.332,12.459,0.257,0.008,0.257,-0.604,-0.332,143.1,178,10.217,18.208,5.573,5.824,5.907,0,4.795,9.968,15.786,23.099,11.996,47.04,34.085,33.822,4.795,45.954,15.786,15.285,0,11.292,4.9,98.261,30.049,129.49,3.667,0,89,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,5,6,15,2,1,3,0,1,0,3,0,0,1,1,0,0,0,0,9.5559,605.19,1.46647595,11.64652462
O=S(C1=C/C(S2)=CC=C2/C=C/C3=CC4=CC=C(C=C4O3)N(CC)CC)(C5=CC=CC=C5C/1=C(C#N)/C#N)=O,1.462,1820.781,26.863,20.803,22.436,18.387,12.067,14.367,8.598,11.632,6.44,9.273,4.574,7.223,9.837,18.942,20.947,10.441,40.384,23.479,18.199,42.49,36.946,4.417,537.118,0.133,-4.37,528487282.6,25.287,10.179,4.453,225.137,13.297,0.457,13.297,0.207,0.032,0.207,-3.862,-0.457,152.773,188,9.317,29.055,0,9.837,0,0,0,8.418,10.524,11.337,18.199,68.474,51.12,9.801,12.835,61.632,10.524,0,0,18.743,17.989,92.22,12.138,98.1,-2.46,32.638,60.406,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,8,16,1,1,1,1,0,1,2,0,1,1,0,1,1,0,0,10.1296,694.73,1.798046674,11.63561689
CC(C(/C=C/C1=NC=C(S1)/C=C/C2=CN=C(/C=C/C3=CC=C(C=C3)N(C4=CC=CC=C4)C5=CC=CC=C5)N=C2)=C6C#N)(O/C6=C(C#N)/C#N)C,1.102,2221.953,34.926,27.226,28.043,24.378,15.594,16.411,11.514,12.608,7.736,8.663,5.297,6.021,5.601,15.786,16.905,11.398,38.074,11.337,56.728,60.702,74.452,4.737,667.215,0.073,-6.86,2.47E+11,33.057,14.92,7.479,294.395,9.738,0.48,9.738,0.172,0.011,0.172,-0.88,-0.48,198.216,240,9.637,34.389,17.157,0,0,0,0,14.952,15.786,11.337,66.759,74.037,51.666,0,4.737,58.779,15.786,14.952,0,19.449,4.9,158.91,18.208,122.51,1.467,0,111.617,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,9,5,22,0,3,0,1,0,0,3,1,0,1,0,0,0,1,0,17.8798,870.82,1.674506987,11.63231162
CC(O/1)(C)C(/C=C/C2=CC3=C(/C(CC3)=C4CCC5=C\4SC(/C=C/C6=CC=C(C=C6)N7C8=CC=CC=C8C9=C7C=CC=C9)=C5)S2)=C(C#N)C1=C(C#N)\C#N,0.963,2738.232,36.269,29.234,30.867,25.861,17.683,19.316,14.032,16.199,10.508,12.912,8.03,10.457,5.601,15.786,16.905,5.573,36.248,64.274,11.337,49.475,107.718,4.737,720.202,0.152,-6.17,2.11E+12,32.718,12.799,5.473,315.79,9.92,0.48,9.92,0.172,0.068,0.172,-0.828,-0.48,216.892,254,9.304,29.382,11.332,0,0,0,0,0,15.786,22.674,60.683,115.918,41.542,11.033,4.737,73.854,15.786,4.567,0,45.132,0,149.683,23.895,85.53,3.695,2.35,105.872,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,9,5,20,2,3,1,0,1,0,3,1,0,1,0,0,0,0,0,18.2681,1022.88,1.903844538,11.63082498
N#C/C(C#N)=C1NC(C(/C=C/C2=NC(Cl)=C(/C=C/C3=CC=C(N(C4=C5SC=C4)C6=C5SC=C6)C=C3)S2)=C/1C#N)=O,1.234,2031.869,27.802,20.175,23.381,19.516,11.607,14.56,8.399,11.651,6.162,9.52,4.36,7.383,5.907,10.056,22.416,10.161,16.128,37.846,40.888,18.221,62.026,22.125,592,0,-4.76,2090499037,25.515,10.425,4.338,244.276,12.364,0.319,12.364,0.257,0.047,0.257,-0.573,-0.319,160.655,190,9.884,28.368,5.573,0,5.907,0,4.795,4.984,15.786,34.01,29.81,58.817,5.687,42.154,4.795,90.18,15.786,14.868,0,0,0,96.252,23.895,118.29,11.204,2.28,83.461,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,7,6,17,2,1,3,0,1,0,3,0,0,1,1,0,0,1,0,8.1006,706.04,1.522776305,11.62698372
N#C/C(C#N)=C1C2=CC=CC=C2C(C/1=C\C3=CC4=C(S3)/C(CC4)=C5CCC6=C\5SC(/C=C/C7=CC=C(N(C8=CC=CC=C8)C9=CC=CC=C9)C=C7)=C6)=O,0.977,2584.072,35.89,28.674,30.307,26.089,17.666,19.299,13.301,15.469,10.193,12.579,7.761,10.229,0,15.318,11.356,22.273,53.186,36.905,17.403,59.883,101.981,0,717.191,0.085,-6.31,2.99E+12,32.587,13.674,5.889,316.402,13.497,0.311,13.497,0.194,0.03,0.194,-0.136,-0.311,219.042,252,4.9,17.712,5.783,0,0,0,4.795,0,10.524,22.674,78.872,119.766,53.28,0,4.795,80.466,10.524,0,0,25.683,4.9,179.799,12.138,67.89,3.591,0,108.076,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,9,7,22,0,3,0,1,0,1,2,0,1,1,1,1,0,0,0,11.4863,983.26,1.869313291,11.61975855
CCN(CC)C1=CC=C2C(OC(/C=C/C3=NC=C(C=N3)C#CC4=CC=C(S4)/C=C/C(C(O/5)(C(F)(F)F)C(F)(F)F)=C(C#N)C5=C(C#N)/C#N)=C2)=C1,1.342,2262.019,36.976,26.518,27.335,24.275,14.888,15.705,10.599,11.714,7.583,8.549,5.116,5.88,40.432,31.604,4.877,28.101,47.159,42.734,12.152,24.265,45.293,14.941,716.143,0.194,-6.29,1.50E+11,36.002,14.285,7.07,290.679,14.103,0.461,14.103,0.442,0.187,0.442,-6.118,-0.461,176.885,256,14.054,35.124,17.157,0,0,17.954,0,9.968,42.128,11.337,17.917,62.407,53.073,10.441,35.497,46.221,15.786,9.968,0,31.801,17.989,104.249,30.049,122.76,0.94,90.577,58.566,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8,4,5,17,1,1,1,1,0,0,3,1,0,1,0,0,1,0,0,9.4493,751.35,1.311452691,11.61971032
CC(C(/C=C/C1=CC2=C(/C(CC2)=C3CCC4=C\3SC(C5=CC=C(C=C5)N(C)C)=C4)S1)=C6C#N)(O/C6=C(C#N)/C#N)C,1.316,1821.03,28.888,23.461,25.094,19.733,13.565,15.198,11.14,13.276,7.985,10.474,5.879,8.408,5.601,15.786,16.905,5.573,30.56,48.155,11.337,49.475,61.463,4.737,572.17,0.265,-4.35,2426571908,26.851,10.241,4.603,248.4,9.837,0.48,9.837,0.172,0.073,0.172,-0.813,-0.48,166.946,202,9.637,29.382,11.332,0,0,0,0,0,15.786,22.674,18.209,97.709,44.864,0,4.737,45.583,15.786,0,0,45.132,18.995,90.711,28.648,83.84,3.72,0,85.53,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,3,5,13,0,1,0,1,0,0,3,1,0,1,0,0,0,0,0,23.998,792.11,1.897939668,11.61820785
N#C/C(C#N)=C1NC(C(/C=C/C2=NC=C(/C=C/C3=NC=C(S3)C4=CC=C(N(C5=C6SC=C5)C7=C6SC=C7)C=C4)S2)=C/1C#N)=O,1.065,2302.951,30.208,22.307,25.573,21.572,12.92,16.312,9.311,13.299,6.823,10.734,4.832,8.32,5.907,10.056,22.416,5.008,26.013,37.846,58.422,24.418,67.01,10.524,641.022,0,-5.42,20521010848,27.415,11.344,4.765,265.89,12.366,0.319,12.366,0.257,0.042,0.257,-0.55,-0.319,176.753,208,9.884,28.223,5.573,0,5.907,0,4.795,9.968,15.786,45.347,12.133,64.893,22.958,42.154,4.795,89.916,15.786,19.852,0,0,0,102.937,34.336,131.18,6.559,2.316,94.458,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,7,6,19,2,1,3,0,1,0,3,0,0,1,1,0,0,2,0,8.2361,782.72,1.410583766,11.6131819
O=S(C1=C/C2=NC=C(S2)/C=C/C3=CC4=CC=C(C=C4O3)N(CC)CC)(C5=CC=CC=C5C/1=C(C#N)/C#N)=O,1.462,1823.861,26.863,20.673,22.306,18.387,11.927,14.226,8.459,11.44,6.315,9.06,4.466,7.008,9.837,18.942,20.947,16.331,34.623,23.479,24.396,42.49,29.798,4.417,538.113,0.138,-4.44,528487282.6,25.22,10.138,4.431,224.357,13.269,0.457,13.269,0.208,0.079,0.208,-3.902,-0.457,150.568,188,9.317,34.062,0,9.837,0,0,0,13.402,10.524,11.337,18.199,56.341,52.44,9.801,12.835,61.632,10.524,4.984,0,18.743,17.989,86.414,12.138,110.99,-2.611,32.562,61.633,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,8,16,1,1,1,1,0,1,2,0,1,1,0,1,0,1,0,9.6916,663.98,1.740358538,11.60633595
N#CC(/C(NC1=O)=C(C#N)\C#N)=C1/C=C/C2=CN=C(C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)N=C2,1.385,1729.016,27.899,20.984,20.984,19.622,12.14,12.14,8.555,8.555,6.115,6.115,4.205,4.205,5.907,10.056,22.416,11.388,22.626,6.076,30.608,66.733,44.45,10.524,517.165,0,-6.3,1768185736,25.354,11.395,5.079,230.266,12.348,0.319,12.348,0.257,0.057,0.257,-0.566,-0.319,150.219,188,10.217,18.208,11.398,0,5.907,0,4.795,9.968,15.786,0,42.474,54.607,40.583,16.843,4.795,29.045,15.786,15.285,0,0,4.9,131.379,29.596,129.49,0,0,97.333,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,9,6,19,0,3,0,1,0,0,3,0,0,1,1,0,0,0,0,10.8252,632.43,1.558368797,11.60618582
N#C/C(C#N)=C1C2=CC=CC=C2C(C/1=C\C3=C(CCCC)C(CCCC)=C(/C=C/C4=CC=C(C=C4)/C=C/C5=CC6=CC=C(N(CC)CC)C=C6O5)S3)=O,1.292,2313.199,37.321,31.038,31.855,25.918,18.722,19.539,13.278,14.361,9.899,11.085,7,8.247,0,15.318,11.356,22.273,84.348,21.691,17.403,42.49,99.354,4.417,715.323,0.255,-5.69,1.03E+12,37.079,17.217,8.045,317.055,13.756,0.457,13.756,0.194,0.034,0.194,-0.139,-0.457,222.511,266,9.317,29.055,5.783,0,0,0,4.795,0,10.524,11.337,87.372,103.775,56.693,0,9.212,69.73,10.524,0,0,66.22,17.989,132.838,12.138,81.03,1.69,6.172,104.138,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,4,7,19,1,1,1,1,0,1,2,0,1,1,1,1,1,0,1,10.9162,932.11,1.704738836,11.60248438
CC(C(F)(F)F)(C(/C=C/C1=NC=C(S1)/C=C/C2=CC=C(C=C2)N(C3=CC=CC=C3)C4=CC=CC=C4)=C/5C#N)OC5=C(C#N)/C#N,1.376,1900.486,32.029,23.656,24.473,21.679,13.46,14.276,9.827,10.921,6.974,7.902,4.661,5.386,34.256,28.957,0,5.008,40.503,29.551,12.266,97.081,9.884,4.737,617.15,0.086,-5.89,13341912668,30.564,12.769,6.258,261.355,14.067,0.47,14.067,0.432,0.388,0.432,-4.932,-0.47,167.637,220,9.637,28.788,11.332,5.601,0,6.176,0,4.984,28.957,11.337,60.683,61.037,33.709,0,17.908,46.627,15.786,4.984,0,18.701,4.9,135.129,18.208,96.73,1.233,42.202,75.565,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,9,5,18,0,3,0,1,0,0,3,1,0,1,0,0,0,1,0,17.874,728.79,1.818672904,11.60003499
N#C/C(C#N)=C1C2=CC=CC=C2C(C\1=C/C3=NC(Cl)=C(/C=C/C4=CC=C(S4)/C=C/C5=CC=C(N(C)C)C=C5)S3)=O,1.359,1807.057,28.225,21.552,23.941,19.372,12.18,14.191,9.006,11.573,6.219,8.602,4.231,6.173,0,15.318,16.929,26.861,25.882,11.337,41.678,44.452,52.368,11.601,576.085,0.063,-4.53,1429430791,27.053,11.692,5.587,245.093,13.141,0.378,13.141,0.194,0.111,0.194,-0.246,-0.378,166.963,194,4.9,27.872,5.783,0,0,0,4.795,4.984,10.524,22.674,54.075,59.696,46.247,4.877,4.795,81.698,10.524,4.984,0,0,18.995,113.292,12.138,80.78,9.424,0,83.021,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7,3,7,17,0,1,0,1,0,1,2,0,1,1,1,1,1,1,0,9.6387,730.27,1.673500166,11.59184761
CC(O/C1=C(C#N)/C#N)(C(F)(F)F)C(/C=C/C2=CC=C(C=C2)C#CC3=CN=C(/C=C/C4=CC=C(N(C)C)C=C4)N=C3)=C1C#N,1.489,1853.049,31.907,23.808,23.808,20.983,13.019,13.019,9.816,9.816,6.63,6.63,4.082,4.082,34.256,18.433,0,22.515,24.251,18.214,42.728,55.413,21.809,15.261,588.189,0.147,-6.1,4467160045,30.849,12.823,6.681,252.337,13.998,0.47,13.998,0.432,0.505,0.432,-4.928,-0.47,159.621,216,9.637,23.781,17.157,5.601,0,6.176,0,9.968,28.957,0,54.334,48.392,43.313,5.563,17.908,23.915,15.786,9.968,0,18.701,18.995,117.557,30.049,109.62,0,41.995,77.171,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9,3,5,17,0,1,0,1,0,0,3,1,0,1,0,0,0,0,1,17.3696,730.59,1.673853914,11.59114871
N#C/C(C#N)=C1C2=CC=CC=C2C(C\1=C/C3=NC=C(/C=C/C4=CC=C(/C=C/C5=CC=C(N(C)C)C=C5)C=C4)S3)=O,1.305,1772.101,28.062,21.998,22.814,19.461,12.567,13.383,9.326,10.42,6.492,7.402,4.387,5.152,0,15.318,11.356,27.281,21.568,17.024,36.538,38.386,70.567,0,536.167,0.059,-5.3,1571393252,26.313,11.615,5.586,237.149,13.093,0.378,13.093,0.194,0.082,0.194,-0.208,-0.378,164.076,192,4.9,22.719,5.783,0,0,0,4.795,4.984,10.524,11.337,78.892,46.539,47.566,0,4.795,58.761,10.524,4.984,0,0,18.995,127.841,12.138,80.78,1.431,0,89.402,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,3,7,18,0,1,0,1,0,1,2,0,1,1,1,1,0,1,1,12.858,726.75,1.751896166,11.58333993
O=S(C1=C/C2=CN=C(N=C2)/C=C/C3=CC4=CC=C(C=C4O3)N(CC)CC)(C5=CC=CC=C5C/1=C(C#N)\C#N)=O,1.432,1848.133,27.57,21.289,22.105,18.887,12.289,13.772,8.733,10.619,6.493,8.329,4.562,6.288,9.837,18.942,20.947,22.712,29.746,24.536,30.351,30.338,34.782,4.417,533.152,0.133,-4.99,817676328.4,25.651,10.407,4.72,225.936,13.242,0.457,13.242,0.207,0.06,0.207,-3.924,-0.457,150.486,192,9.317,29.055,5.824,9.837,0,0,0,18.386,10.524,0,18.199,56.341,59.323,9.801,12.835,50.295,10.524,9.968,0,18.743,17.989,94.114,12.138,123.88,-3.924,32.472,66.203,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,4,8,17,1,1,1,1,0,1,2,0,1,1,0,1,0,0,0,7.7085,634.13,1.728140627,11.56824669
N#C/C(C#N)=C1C2=CC=CC=C2C(C\1=C/C3=NC=C(S3)/C=C/C4=CC=C(/C=C5C(C)(C)C6=CC=CC=C6N\5C)C=C4)=O,1.22,1939.889,29.432,23.42,24.237,20.311,13.516,14.332,10.738,11.832,7.858,8.768,5.713,6.478,0,15.318,16.771,27.281,16.004,28.285,36.538,24.29,85.386,0,562.183,0.111,-5.3,4535110628,26.899,10.594,4.586,248.873,13.147,0.347,13.147,0.194,0.073,0.194,-0.206,-0.347,170.227,202,4.9,22.719,5.783,0,0,0,4.795,4.984,10.524,11.337,86.654,46.548,51.631,0,4.795,52.685,10.524,4.984,0,19.262,11.948,133.539,12.138,80.78,1.437,0,92.313,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,3,7,18,1,1,1,0,1,1,2,0,1,1,1,1,0,1,1,8.4996,726.37,1.73586866,11.56585472
COC1=CC=C(C=C1)N(C2=CC=C(C=C2)OC)C3=CC=C(C=C3)/C=C/C4=NC=C(C=N4)C5=CN=C(S5)C(/C=C(C#N)/C#N)=C(C#N)\C#N,1.347,2093.977,33.882,25.695,26.511,23.49,14.212,15.028,9.81,10.84,6.952,8.032,4.519,5.432,0,10.524,16.719,21.273,34.125,17.413,57.087,84.948,19.852,19.998,644.174,0.054,-7.05,82755741510,32.347,15.295,7.42,280.827,9.383,0.497,9.383,0.151,0.108,0.151,-0.252,-0.497,183.752,230,14.374,51.93,5.824,0,0,0,0,14.952,21.048,11.337,18.209,78.379,46.789,19.097,9.474,46.124,21.048,14.952,0,0,19.12,125.005,46.217,155.53,1.187,0,114.313,0,0,2,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,9,6,21,0,3,0,1,0,0,4,0,0,0,0,0,0,1,0,14.7853,719.71,1.221002048,11.56530739
N#CC1=C(/C=C/C2=NC=C(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)S2)C(O/C1=C(C#N)\C#N)(C(F)(F)F)C6=CC=CC=C6,1.291,2200.062,35.141,26.043,26.859,24.284,15.12,15.937,10.841,11.935,7.827,8.755,5.557,6.281,34.256,15.786,5.563,5.008,33.579,41.678,30.471,97.081,9.884,4.737,679.165,0.05,-6.67,2.29E+11,33.239,14.211,6.42,290.048,15.024,0.465,15.024,0.437,0.311,0.437,-5.07,-0.465,187.352,242,9.637,28.788,11.332,0,5.601,6.176,0,4.984,28.957,11.337,84.939,60.19,39.273,0,17.908,46.627,15.786,4.984,0,11.777,4.9,171.024,18.208,96.73,1.229,45.071,82.366,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,4,9,8,21,0,3,0,1,0,0,3,1,1,1,0,0,0,1,0,17.6822,774.28,1.859190656,11.55870333
